Date,Description,Deposits,Withdrawls,Balance
15-Mar-2021,Cheque,36.94,00.00,36.94
16-Mar-2021,Commission,00.00,04.10,32.84
16-Mar-2021,Transfer,00.00,03.65,29.19
16-Mar-2021,Commission,745.00,00.00,774.19
16-Mar-2021,Cheque,864.40,00.00,"1,638.59"
16-Mar-2021,Reversal,00.00,"1,638.59",00.00
16-Mar-2021,NEFT,"27,726.30",00.00,"27,726.30"
16-Mar-2021,Cheque,00.00,"2,772.63","24,953.67"
16-Mar-2021,RTGS,04.30,00.00,"24,957.97"
16-Mar-2021,Miscellaneous,314.42,00.00,"25,272.39"
16-Mar-2021,IMPS,"146,825.60",00.00,"172,097.99"
16-Mar-2021,Reversal,00.00,"43,024.50","129,073.49"
16-Mar-2021,IMPS,03.84,00.00,"129,077.33"
17-Mar-2021,Commission,00.00,"43,025.78","86,051.55"
17-Mar-2021,Debit Card,00.00,"28,683.85","57,367.70"
17-Mar-2021,Cheque,00.00,"19,122.57","38,245.13"
17-Mar-2021,Commission,00.00,"7,649.03","30,596.10"
17-Mar-2021,Interest,289.50,00.00,"30,885.60"
17-Mar-2021,Transfer,"203,156.31",00.00,"234,041.91"
17-Mar-2021,Reversal,00.00,"58,510.48","175,531.43"
17-Mar-2021,Reversal,68.00,00.00,"175,599.43"
17-Mar-2021,NEFT,243.00,00.00,"175,842.43"
17-Mar-2021,IMPS,"1,238.12",00.00,"177,080.55"
17-Mar-2021,IMPS,00.00,"88,540.28","88,540.28"
18-Mar-2021,Purchase,"14,760.61",00.00,"103,300.89"
18-Mar-2021,Cash,47.00,00.00,"103,347.89"
19-Mar-2021,Commission,"2,590.00",00.00,"105,937.89"
19-Mar-2021,Commission,00.00,"10,593.79","95,344.10"
19-Mar-2021,Tax,"19,238.80",00.00,"114,582.90"
19-Mar-2021,Debit Card,00.00,"22,916.58","91,666.32"
19-Mar-2021,Debit Card,"206,026.00",00.00,"297,692.32"
19-Mar-2021,RTGS,00.00,"297,692.32",00.00
19-Mar-2021,ATM,"2,981.43",00.00,"2,981.43"
19-Mar-2021,ATM,00.00,596.29,"2,385.14"
19-Mar-2021,Bill,00.00,477.03,"1,908.11"
19-Mar-2021,Commission,"104,278.80",00.00,"106,186.91"
19-Mar-2021,Transfer,00.00,"17,697.82","88,489.09"
19-Mar-2021,IMPS,157.04,00.00,"88,646.13"
19-Mar-2021,ATM,42.00,00.00,"88,688.13"
19-Mar-2021,NEFT,00.00,"9,854.24","78,833.89"
19-Mar-2021,Tax,33.80,00.00,"78,867.69"
19-Mar-2021,Commission,"1,101.39",00.00,"79,969.08"
19-Mar-2021,Purchase,00.00,"7,996.91","71,972.17"
19-Mar-2021,Cash,29.94,00.00,"72,002.11"
19-Mar-2021,ATM,00.00,"8,000.23","64,001.88"
19-Mar-2021,Debit Card,00.00,"10,666.98","53,334.90"
20-Mar-2021,Debit Card,00.00,"26,667.45","26,667.45"
20-Mar-2021,Commission,04.00,00.00,"26,671.45"
20-Mar-2021,Debit Card,00.00,"6,667.86","20,003.59"
20-Mar-2021,Debit Card,00.00,"20,003.59",00.00
20-Mar-2021,Cheque,06.90,00.00,06.90
20-Mar-2021,NEFT,00.00,01.15,05.75
20-Mar-2021,Debit Card,00.00,00.82,04.93
20-Mar-2021,Transfer,"11,042.50",00.00,"11,047.43"
20-Mar-2021,Debit Card,00.00,"1,380.93","9,666.50"
20-Mar-2021,RTGS,00.00,"2,416.63","7,249.88"
20-Mar-2021,Commission,"242,687.00",00.00,"249,936.88"
20-Mar-2021,IMPS,06.50,00.00,"249,943.38"
20-Mar-2021,Commission,00.00,"62,485.85","187,457.54"
20-Mar-2021,IMPS,"25,885.63",00.00,"213,343.17"
20-Mar-2021,Interest,00.00,"35,557.20","177,785.98"
20-Mar-2021,Reversal,"5,455.00",00.00,"183,240.98"
20-Mar-2021,Cash,01.70,00.00,"183,242.68"
20-Mar-2021,Interest,"26,104.00",00.00,"209,346.68"
20-Mar-2021,Cash,05.92,00.00,"209,352.60"
20-Mar-2021,Commission,07.00,00.00,"209,359.60"
20-Mar-2021,Interest,"195,556.81",00.00,"404,916.41"
20-Mar-2021,Commission,00.00,"44,990.71","359,925.70"
20-Mar-2021,NEFT,00.00,"359,925.70",00.00
20-Mar-2021,Purchase,"2,023,723.75",00.00,"2,023,723.75"
20-Mar-2021,Purchase,00.00,"404,744.75","1,618,979.00"
21-Mar-2021,RTGS,"20,972.80",00.00,"1,639,951.80"
21-Mar-2021,Interest,00.00,"273,325.30","1,366,626.50"
21-Mar-2021,Cheque,00.00,"136,662.65","1,229,963.85"
21-Mar-2021,Cheque,"22,035.90",00.00,"1,251,999.75"
21-Mar-2021,Cheque,00.00,"417,333.25","834,666.50"
21-Mar-2021,ATM,03.00,00.00,"834,669.50"
21-Mar-2021,Cash,00.00,"83,466.95","751,202.55"
21-Mar-2021,IMPS,00.00,"93,900.32","657,302.23"
21-Mar-2021,Interest,459.18,00.00,"657,761.41"
21-Mar-2021,Reversal,467.80,00.00,"658,229.21"
21-Mar-2021,Debit Card,00.00,"82,278.65","575,950.56"
21-Mar-2021,Cheque,00.00,"57,595.06","518,355.50"
21-Mar-2021,Miscellaneous,03.70,00.00,"518,359.20"
21-Mar-2021,ATM,"1,720,812.00",00.00,"2,239,171.20"
21-Mar-2021,Miscellaneous,00.00,"373,195.20","1,865,976.00"
21-Mar-2021,Commission,39.65,00.00,"1,866,015.65"
21-Mar-2021,Miscellaneous,07.00,00.00,"1,866,022.65"
21-Mar-2021,NEFT,12.80,00.00,"1,866,035.45"
21-Mar-2021,Debit Card,02.40,00.00,"1,866,037.85"
21-Mar-2021,Purchase,06.20,00.00,"1,866,044.05"
21-Mar-2021,NEFT,"15,448.00",00.00,"1,881,492.05"
21-Mar-2021,IMPS,00.00,"235,186.51","1,646,305.54"
21-Mar-2021,Miscellaneous,00.00,"329,261.11","1,317,044.43"
21-Mar-2021,NEFT,"186,400.44",00.00,"1,503,444.87"
21-Mar-2021,Purchase,60.60,00.00,"1,503,505.47"
21-Mar-2021,Cash,00.00,"167,056.16","1,336,449.31"
21-Mar-2021,IMPS,00.00,"1,336,449.31",00.00
21-Mar-2021,IMPS,"106,928.00",00.00,"106,928.00"
21-Mar-2021,IMPS,00.00,"26,732.00","80,196.00"
21-Mar-2021,Commission,"967,512.00",00.00,"1,047,708.00"
21-Mar-2021,IMPS,00.00,"174,618.00","873,090.00"
21-Mar-2021,ATM,02.60,00.00,"873,092.60"
21-Mar-2021,Cash,00.00,"873,092.60",00.00
21-Mar-2021,NEFT,03.07,00.00,03.07
21-Mar-2021,Purchase,"14,315.86",00.00,"14,318.93"
21-Mar-2021,Tax,"16,053.30",00.00,"30,372.23"
21-Mar-2021,Purchase,00.00,"4,338.89","26,033.34"
21-Mar-2021,Transfer,07.40,00.00,"26,040.74"
21-Mar-2021,RTGS,00.00,"8,680.25","17,360.49"
21-Mar-2021,RTGS,00.00,"1,928.94","15,431.55"
21-Mar-2021,Bill,00.00,"15,431.55",00.00
21-Mar-2021,Reversal,20.30,00.00,20.30
21-Mar-2021,RTGS,00.00,05.08,15.23
21-Mar-2021,Reversal,00.00,01.69,13.54
21-Mar-2021,Bill,"3,120.00",00.00,"3,133.54"
21-Mar-2021,Commission,"9,083.10",00.00,"12,216.64"
21-Mar-2021,Commission,00.00,"1,527.08","10,689.56"
21-Mar-2021,Cheque,00.00,"1,781.59","8,907.97"
21-Mar-2021,RTGS,00.00,"2,969.32","5,938.65"
21-Mar-2021,Bill,00.00,"1,187.73","4,750.92"
21-Mar-2021,Cash,07.64,00.00,"4,758.56"
21-Mar-2021,Interest,42.70,00.00,"4,801.26"
21-Mar-2021,RTGS,"3,014.00",00.00,"7,815.26"
21-Mar-2021,Debit Card,08.00,00.00,"7,823.26"
21-Mar-2021,Debit Card,00.00,782.33,"7,040.93"
21-Mar-2021,IMPS,53.18,00.00,"7,094.11"
21-Mar-2021,Bill,00.00,"2,364.70","4,729.41"
21-Mar-2021,Cheque,07.00,00.00,"4,736.41"
21-Mar-2021,Bill,"942,153.00",00.00,"946,889.41"
21-Mar-2021,Cheque,00.00,"315,629.80","631,259.61"
21-Mar-2021,IMPS,05.00,00.00,"631,264.61"
21-Mar-2021,ATM,39.16,00.00,"631,303.77"
21-Mar-2021,RTGS,"169,195.00",00.00,"800,498.77"
21-Mar-2021,Commission,00.00,"800,498.77",00.00
21-Mar-2021,Commission,"197,580.16",00.00,"197,580.16"
21-Mar-2021,Cheque,385.23,00.00,"197,965.39"
21-Mar-2021,Commission,00.00,"39,593.08","158,372.31"
21-Mar-2021,Cheque,76.00,00.00,"158,448.31"
21-Mar-2021,Bill,00.00,"15,844.83","142,603.48"
21-Mar-2021,RTGS,01.40,00.00,"142,604.88"
21-Mar-2021,Transfer,"34,156.22",00.00,"176,761.10"
21-Mar-2021,NEFT,05.00,00.00,"176,766.10"
21-Mar-2021,Debit Card,05.90,00.00,"176,772.00"
21-Mar-2021,Commission,00.00,"22,096.50","154,675.50"
21-Mar-2021,Reversal,"3,200.20",00.00,"157,875.70"
21-Mar-2021,ATM,02.40,00.00,"157,878.10"
21-Mar-2021,Cheque,841.90,00.00,"158,720.00"
21-Mar-2021,Interest,00.00,"17,635.56","141,084.44"
21-Mar-2021,IMPS,"27,079.60",00.00,"168,164.04"
21-Mar-2021,Interest,00.00,"33,632.81","134,531.23"
21-Mar-2021,Reversal,00.00,"26,906.25","107,624.98"
21-Mar-2021,Bill,00.00,"15,375.00","92,249.98"
21-Mar-2021,Miscellaneous,00.00,"15,375.00","76,874.98"
21-Mar-2021,Cheque,00.00,"9,609.37","67,265.61"
21-Mar-2021,Purchase,00.00,"16,816.40","50,449.21"
21-Mar-2021,Miscellaneous,00.00,"5,044.92","45,404.29"
21-Mar-2021,ATM,"14,187.71",00.00,"59,592.00"
21-Mar-2021,RTGS,00.00,"6,621.33","52,970.67"
21-Mar-2021,Interest,00.00,"8,828.45","44,142.22"
21-Mar-2021,Transfer,00.00,"8,828.44","35,313.78"
21-Mar-2021,IMPS,503.00,00.00,"35,816.78"
21-Mar-2021,Tax,00.00,"3,581.68","32,235.10"
21-Mar-2021,Cash,00.00,"6,447.02","25,788.08"
21-Mar-2021,IMPS,00.00,"8,596.03","17,192.05"
21-Mar-2021,Bill,00.00,"1,910.23","15,281.82"
21-Mar-2021,Debit Card,25.97,00.00,"15,307.79"
21-Mar-2021,Cash,"159,103.20",00.00,"174,410.99"
21-Mar-2021,Miscellaneous,"870,771.00",00.00,"1,045,181.99"
21-Mar-2021,Commission,"1,571,623.00",00.00,"2,616,804.99"
21-Mar-2021,Cheque,"1,627.01",00.00,"2,618,432.00"
21-Mar-2021,Miscellaneous,00.00,"261,843.20","2,356,588.80"
21-Mar-2021,IMPS,00.00,"392,764.80","1,963,824.00"
21-Mar-2021,Commission,"1,738.24",00.00,"1,965,562.24"
21-Mar-2021,RTGS,"65,387.94",00.00,"2,030,950.18"
21-Mar-2021,Transfer,"193,588.00",00.00,"2,224,538.18"
21-Mar-2021,RTGS,00.00,"1,112,269.09","1,112,269.09"
21-Mar-2021,Debit Card,"168,910.00",00.00,"1,281,179.09"
21-Mar-2021,Interest,00.00,"128,117.91","1,153,061.18"
21-Mar-2021,Miscellaneous,"142,860.00",00.00,"1,295,921.18"
21-Mar-2021,Interest,00.00,"647,960.59","647,960.59"
21-Mar-2021,NEFT,00.00,"129,592.12","518,368.47"
21-Mar-2021,RTGS,454.00,00.00,"518,822.47"
21-Mar-2021,Miscellaneous,11.90,00.00,"518,834.37"
21-Mar-2021,Transfer,00.00,"103,766.87","415,067.50"
21-Mar-2021,RTGS,00.00,"51,883.44","363,184.06"
21-Mar-2021,Cash,"1,788,208.00",00.00,"2,151,392.06"
21-Mar-2021,IMPS,56.90,00.00,"2,151,448.96"
21-Mar-2021,RTGS,00.00,"430,289.79","1,721,159.17"
21-Mar-2021,Reversal,00.00,"245,879.88","1,475,279.29"
21-Mar-2021,Cash,00.40,00.00,"1,475,279.69"
21-Mar-2021,Bill,"15,089.70",00.00,"1,490,369.39"
21-Mar-2021,Cheque,180.90,00.00,"1,490,550.29"
21-Mar-2021,NEFT,00.00,"372,637.57","1,117,912.72"
21-Mar-2021,Reversal,00.00,"279,478.18","838,434.54"
21-Mar-2021,IMPS,"140,213.78",00.00,"978,648.32"
21-Mar-2021,Reversal,00.90,00.00,"978,649.22"
21-Mar-2021,Purchase,00.00,"978,649.22",00.00
21-Mar-2021,Miscellaneous,362.98,00.00,362.98
21-Mar-2021,Transfer,"10,630.30",00.00,"10,993.28"
21-Mar-2021,Bill,00.00,"5,496.64","5,496.64"
21-Mar-2021,Debit Card,00.00,"5,496.64",00.00
21-Mar-2021,Cash,"2,070,108.50",00.00,"2,070,108.50"
21-Mar-2021,Cash,253.25,00.00,"2,070,361.75"
21-Mar-2021,NEFT,"222,410.80",00.00,"2,292,772.55"
21-Mar-2021,Purchase,"3,475.00",00.00,"2,296,247.55"
21-Mar-2021,Commission,00.00,"1,148,123.78","1,148,123.77"
21-Mar-2021,Debit Card,404.00,00.00,"1,148,527.77"
21-Mar-2021,Bill,02.52,00.00,"1,148,530.29"
21-Mar-2021,Miscellaneous,46.79,00.00,"1,148,577.08"
21-Mar-2021,IMPS,"23,883.00",00.00,"1,172,460.08"
21-Mar-2021,Debit Card,271.30,00.00,"1,172,731.38"
21-Mar-2021,Purchase,00.00,"1,172,731.38",00.00
21-Mar-2021,Cash,26.00,00.00,26.00
21-Mar-2021,Transfer,46.00,00.00,72.00
22-Mar-2021,NEFT,"30,571.70",00.00,"30,643.70"
22-Mar-2021,Purchase,"190,374.88",00.00,"221,018.58"
22-Mar-2021,Commission,00.00,"55,254.65","165,763.94"
22-Mar-2021,Cash,00.00,"23,680.56","142,083.38"
22-Mar-2021,Bill,33.80,00.00,"142,117.18"
22-Mar-2021,Purchase,00.00,"71,058.59","71,058.59"
22-Mar-2021,Miscellaneous,"1,918.56",00.00,"72,977.15"
22-Mar-2021,Miscellaneous,00.00,"24,325.72","48,651.43"
22-Mar-2021,Cheque,00.00,"5,405.71","43,245.72"
22-Mar-2021,Transfer,00.00,"10,811.43","32,434.29"
22-Mar-2021,Debit Card,21.90,00.00,"32,456.19"
22-Mar-2021,RTGS,00.00,"32,456.19",00.00
22-Mar-2021,Miscellaneous,"20,441.10",00.00,"20,441.10"
22-Mar-2021,Bill,391.00,00.00,"20,832.10"
22-Mar-2021,Cheque,503.79,00.00,"21,335.89"
22-Mar-2021,Transfer,388.69,00.00,"21,724.58"
22-Mar-2021,IMPS,00.00,"3,103.51","18,621.07"
22-Mar-2021,Interest,"20,404.55",00.00,"39,025.62"
22-Mar-2021,Bill,00.00,"13,008.54","26,017.08"
22-Mar-2021,Commission,341.92,00.00,"26,359.00"
22-Mar-2021,Bill,00.00,"8,786.33","17,572.67"
22-Mar-2021,Debit Card,"1,607,982.00",00.00,"1,625,554.67"
22-Mar-2021,Cheque,00.00,"812,777.34","812,777.34"
22-Mar-2021,Cheque,00.00,"203,194.34","609,583.00"
23-Mar-2021,Debit Card,05.10,00.00,"609,588.10"
23-Mar-2021,Transfer,08.00,00.00,"609,596.10"
23-Mar-2021,Cheque,00.00,"76,199.51","533,396.59"
23-Mar-2021,Tax,01.90,00.00,"533,398.49"
23-Mar-2021,IMPS,"238,642.28",00.00,"772,040.77"
23-Mar-2021,Reversal,"1,457.10",00.00,"773,497.87"
23-Mar-2021,RTGS,03.38,00.00,"773,501.25"
23-Mar-2021,ATM,00.00,"110,500.18","663,001.07"
23-Mar-2021,Interest,00.00,"663,001.07",00.00
23-Mar-2021,Transfer,635.53,00.00,635.53
23-Mar-2021,Tax,"5,618.00",00.00,"6,253.53"
23-Mar-2021,Reversal,00.00,625.35,"5,628.18"
23-Mar-2021,Cheque,00.00,804.03,"4,824.15"
23-Mar-2021,Reversal,00.00,482.42,"4,341.73"
23-Mar-2021,Cheque,00.00,868.35,"3,473.38"
23-Mar-2021,Tax,00.00,868.35,"2,605.04"
23-Mar-2021,Commission,00.00,651.26,"1,953.78"
23-Mar-2021,RTGS,00.00,651.26,"1,302.52"
23-Mar-2021,Interest,00.00,186.07,"1,116.45"
23-Mar-2021,NEFT,"4,518.80",00.00,"5,635.25"
23-Mar-2021,Miscellaneous,00.00,"1,127.05","4,508.20"
23-Mar-2021,NEFT,13.80,00.00,"4,522.00"
23-Mar-2021,Reversal,00.00,"1,130.50","3,391.50"
23-Mar-2021,Cheque,00.00,847.88,"2,543.62"
23-Mar-2021,Debit Card,180.00,00.00,"2,723.62"
23-Mar-2021,ATM,00.00,389.09,"2,334.53"
23-Mar-2021,Transfer,"226,542.00",00.00,"228,876.53"
23-Mar-2021,Transfer,00.00,"114,438.27","114,438.26"
23-Mar-2021,RTGS,00.00,"12,715.36","101,722.90"
23-Mar-2021,Bill,37.25,00.00,"101,760.15"
23-Mar-2021,Cheque,00.00,"101,760.15",00.00
23-Mar-2021,Cheque,56.00,00.00,56.00
23-Mar-2021,Interest,00.37,00.00,56.37
23-Mar-2021,NEFT,"1,687,217.00",00.00,"1,687,273.37"
24-Mar-2021,IMPS,00.00,"281,212.23","1,406,061.14"
24-Mar-2021,Purchase,"71,660.30",00.00,"1,477,721.44"
24-Mar-2021,NEFT,00.00,"295,544.29","1,182,177.15"
24-Mar-2021,Purchase,00.00,"168,882.45","1,013,294.70"
24-Mar-2021,ATM,"8,377.00",00.00,"1,021,671.70"
24-Mar-2021,Commission,256.44,00.00,"1,021,928.14"
24-Mar-2021,Cheque,"182,482.00",00.00,"1,204,410.14"
24-Mar-2021,Debit Card,"16,483.60",00.00,"1,220,893.74"
24-Mar-2021,Commission,"28,786.00",00.00,"1,249,679.74"
24-Mar-2021,Purchase,"98,247.06",00.00,"1,347,926.80"
24-Mar-2021,Cash,00.00,"1,347,926.80",00.00
24-Mar-2021,Debit Card,246.00,00.00,246.00
24-Mar-2021,Cheque,04.19,00.00,250.19
24-Mar-2021,Purchase,469.10,00.00,719.29
24-Mar-2021,Bill,"26,684.80",00.00,"27,404.09"
24-Mar-2021,IMPS,00.00,"3,044.90","24,359.19"
24-Mar-2021,Commission,401.40,00.00,"24,760.59"
24-Mar-2021,Miscellaneous,"222,577.81",00.00,"247,338.40"
24-Mar-2021,Transfer,"28,285.80",00.00,"275,624.20"
24-Mar-2021,Bill,"3,842.00",00.00,"279,466.20"
24-Mar-2021,Tax,"3,433.41",00.00,"282,899.61"
24-Mar-2021,Commission,00.00,"141,449.81","141,449.80"
24-Mar-2021,Debit Card,00.00,"70,724.90","70,724.90"
24-Mar-2021,Tax,00.00,"70,724.90",00.00
24-Mar-2021,Cheque,"3,309.80",00.00,"3,309.80"
24-Mar-2021,Commission,02.40,00.00,"3,312.20"
24-Mar-2021,Purchase,"8,271.40",00.00,"11,583.60"
24-Mar-2021,Cash,"16,923.47",00.00,"28,507.07"
25-Mar-2021,NEFT,"1,636.00",00.00,"30,143.07"
25-Mar-2021,RTGS,02.28,00.00,"30,145.35"
25-Mar-2021,Commission,00.00,"3,768.17","26,377.18"
25-Mar-2021,IMPS,00.00,"3,768.17","22,609.01"
25-Mar-2021,Cash,"27,291.20",00.00,"49,900.21"
25-Mar-2021,Tax,301.11,00.00,"50,201.32"
25-Mar-2021,Interest,06.90,00.00,"50,208.22"
25-Mar-2021,NEFT,"221,818.50",00.00,"272,026.72"
25-Mar-2021,Cash,"21,509.00",00.00,"293,535.72"
25-Mar-2021,RTGS,00.00,"29,353.57","264,182.15"
25-Mar-2021,Miscellaneous,00.00,"29,353.57","234,828.58"
25-Mar-2021,Tax,00.00,"39,138.10","195,690.48"
25-Mar-2021,Miscellaneous,00.00,"65,230.16","130,460.32"
26-Mar-2021,Debit Card,"213,330.00",00.00,"343,790.32"
26-Mar-2021,RTGS,289.80,00.00,"344,080.12"
26-Mar-2021,ATM,268.46,00.00,"344,348.58"
26-Mar-2021,Interest,00.00,"86,087.15","258,261.44"
26-Mar-2021,Debit Card,00.00,"28,695.72","229,565.72"
26-Mar-2021,Debit Card,00.00,"22,956.57","206,609.15"
26-Mar-2021,ATM,00.00,"29,515.59","177,093.56"
26-Mar-2021,Cheque,"1,530.00",00.00,"178,623.56"
26-Mar-2021,ATM,"1,369.00",00.00,"179,992.56"
26-Mar-2021,Transfer,04.11,00.00,"179,996.67"
26-Mar-2021,Cash,112.10,00.00,"180,108.77"
26-Mar-2021,IMPS,00.00,"45,027.19","135,081.58"
26-Mar-2021,Cheque,"1,871,105.50",00.00,"2,006,187.08"
26-Mar-2021,Debit Card,00.00,"222,909.68","1,783,277.40"
26-Mar-2021,Miscellaneous,00.00,"445,819.35","1,337,458.05"
26-Mar-2021,RTGS,00.00,"167,182.26","1,170,275.79"
26-Mar-2021,Miscellaneous,00.00,"146,284.47","1,023,991.32"
26-Mar-2021,Interest,00.70,00.00,"1,023,992.02"
26-Mar-2021,IMPS,00.00,"113,776.89","910,215.13"
26-Mar-2021,Purchase,00.00,"101,135.01","809,080.12"
26-Mar-2021,Transfer,194.88,00.00,"809,275.00"
26-Mar-2021,Cheque,"2,087.80",00.00,"811,362.80"
26-Mar-2021,Commission,899.00,00.00,"812,261.80"
26-Mar-2021,Transfer,"10,291.60",00.00,"822,553.40"
26-Mar-2021,Commission,00.00,"82,255.34","740,298.06"
26-Mar-2021,RTGS,00.00,"74,029.81","666,268.25"
26-Mar-2021,Commission,"18,978.69",00.00,"685,246.94"
26-Mar-2021,Interest,00.00,"171,311.74","513,935.20"
26-Mar-2021,Miscellaneous,06.20,00.00,"513,941.40"
26-Mar-2021,ATM,"487,869.00",00.00,"1,001,810.40"
26-Mar-2021,IMPS,00.00,"100,181.04","901,629.36"
26-Mar-2021,Reversal,00.00,"901,629.36",00.00
26-Mar-2021,RTGS,"253,917.06",00.00,"253,917.06"
26-Mar-2021,Transfer,00.00,"25,391.71","228,525.35"
26-Mar-2021,Interest,00.00,"25,391.71","203,133.64"
26-Mar-2021,Interest,38.26,00.00,"203,171.90"
26-Mar-2021,IMPS,406.70,00.00,"203,578.60"
26-Mar-2021,ATM,00.00,"33,929.77","169,648.83"
26-Mar-2021,Transfer,00.00,"24,235.55","145,413.28"
26-Mar-2021,IMPS,"1,015.50",00.00,"146,428.78"
26-Mar-2021,Reversal,00.00,"48,809.59","97,619.19"
26-Mar-2021,Bill,00.00,"48,809.60","48,809.60"
26-Mar-2021,IMPS,02.20,00.00,"48,811.80"
26-Mar-2021,Purchase,"968,964.00",00.00,"1,017,775.80"
26-Mar-2021,Purchase,220.50,00.00,"1,017,996.30"
26-Mar-2021,Reversal,515.00,00.00,"1,018,511.30"
26-Mar-2021,Tax,04.52,00.00,"1,018,515.82"
26-Mar-2021,Cheque,00.00,"169,752.64","848,763.18"
26-Mar-2021,Debit Card,"9,792.32",00.00,"858,555.50"
26-Mar-2021,Commission,536.50,00.00,"859,092.00"
26-Mar-2021,Debit Card,00.00,"95,454.67","763,637.33"
26-Mar-2021,RTGS,00.00,"381,818.67","381,818.66"
26-Mar-2021,RTGS,"238,701.94",00.00,"620,520.60"
26-Mar-2021,ATM,00.00,"620,520.60",00.00
26-Mar-2021,Purchase,"8,984.90",00.00,"8,984.90"
26-Mar-2021,Transfer,00.00,"1,123.11","7,861.79"
26-Mar-2021,Interest,00.00,"7,861.79",00.00
26-Mar-2021,Debit Card,"812,018.00",00.00,"812,018.00"
26-Mar-2021,Reversal,00.00,"116,002.57","696,015.43"
26-Mar-2021,Transfer,10.00,00.00,"696,025.43"
26-Mar-2021,Cheque,00.00,"87,003.18","609,022.25"
26-Mar-2021,Bill,"159,850.70",00.00,"768,872.95"
26-Mar-2021,Reversal,"146,894.00",00.00,"915,766.95"
26-Mar-2021,NEFT,00.00,"91,576.70","824,190.26"
26-Mar-2021,NEFT,00.00,"137,365.04","686,825.22"
26-Mar-2021,Tax,06.72,00.00,"686,831.94"
26-Mar-2021,Purchase,"39,327.20",00.00,"726,159.14"
26-Mar-2021,Reversal,00.00,"363,079.57","363,079.57"
26-Mar-2021,Interest,"2,346.60",00.00,"365,426.17"
26-Mar-2021,Bill,"67,903.41",00.00,"433,329.58"
26-Mar-2021,IMPS,"978,213.00",00.00,"1,411,542.58"
26-Mar-2021,NEFT,00.00,"282,308.52","1,129,234.06"
26-Mar-2021,Tax,16.90,00.00,"1,129,250.96"
26-Mar-2021,Bill,00.00,"161,321.57","967,929.39"
26-Mar-2021,NEFT,00.00,"967,929.39",00.00
26-Mar-2021,Cheque,00.50,00.00,00.50
26-Mar-2021,Transfer,00.00,00.10,00.40
26-Mar-2021,Transfer,398.70,00.00,399.10
27-Mar-2021,Interest,00.00,133.03,266.07
27-Mar-2021,Purchase,00.00,29.56,236.51
27-Mar-2021,Debit Card,05.47,00.00,241.98
27-Mar-2021,IMPS,541.82,00.00,783.80
27-Mar-2021,Bill,00.00,391.90,391.90
27-Mar-2021,Miscellaneous,00.00,195.95,195.95
27-Mar-2021,Bill,00.00,27.99,167.96
27-Mar-2021,Transfer,739.39,00.00,907.35
27-Mar-2021,ATM,"146,882.12",00.00,"147,789.47"
27-Mar-2021,Cheque,00.00,"14,778.95","133,010.52"
27-Mar-2021,Debit Card,00.00,"16,626.32","116,384.20"
27-Mar-2021,Bill,"260,881.00",00.00,"377,265.20"
28-Mar-2021,NEFT,06.17,00.00,"377,271.37"
28-Mar-2021,Miscellaneous,00.00,"47,158.92","330,112.45"
28-Mar-2021,Bill,271.27,00.00,"330,383.72"
28-Mar-2021,Commission,00.00,"41,297.97","289,085.76"
28-Mar-2021,Debit Card,"22,024.88",00.00,"311,110.64"
28-Mar-2021,Transfer,00.00,"34,567.85","276,542.79"
28-Mar-2021,ATM,27.25,00.00,"276,570.04"
28-Mar-2021,IMPS,"212,976.20",00.00,"489,546.24"
28-Mar-2021,NEFT,00.00,"163,182.08","326,364.16"
28-Mar-2021,Commission,05.53,00.00,"326,369.69"
28-Mar-2021,NEFT,00.00,"32,636.97","293,732.72"
28-Mar-2021,Transfer,00.00,"29,373.27","264,359.45"
28-Mar-2021,Cheque,00.00,"29,373.27","234,986.18"
28-Mar-2021,Bill,00.00,"29,373.27","205,612.91"
29-Mar-2021,Cash,00.00,"68,537.64","137,075.27"
29-Mar-2021,Interest,301.00,00.00,"137,376.27"
29-Mar-2021,Reversal,921.89,00.00,"138,298.16"
29-Mar-2021,Tax,00.00,"15,366.46","122,931.70"
29-Mar-2021,ATM,383.00,00.00,"123,314.70"
29-Mar-2021,RTGS,00.00,"20,552.45","102,762.25"
29-Mar-2021,Reversal,"9,825.00",00.00,"112,587.25"
29-Mar-2021,Tax,00.00,"22,517.45","90,069.80"
29-Mar-2021,Interest,05.27,00.00,"90,075.07"
30-Mar-2021,NEFT,00.00,"10,008.34","80,066.73"
30-Mar-2021,Cash,00.00,"11,438.10","68,628.63"
30-Mar-2021,Bill,00.00,"13,725.73","54,902.90"
30-Mar-2021,Debit Card,00.00,"18,300.97","36,601.93"
31-Mar-2021,ATM,00.00,"6,100.32","30,501.61"
31-Mar-2021,Bill,00.00,"3,389.07","27,112.54"
01-Apr-2021,Transfer,00.00,"4,518.76","22,593.78"
01-Apr-2021,Commission,00.00,"3,227.68","19,366.10"
02-Apr-2021,Bill,00.00,"3,873.22","15,492.88"
03-Apr-2021,Interest,"1,529,652.00",00.00,"1,545,144.88"
03-Apr-2021,NEFT,"30,583.00",00.00,"1,575,727.88"
03-Apr-2021,Debit Card,00.00,"157,572.79","1,418,155.09"
03-Apr-2021,Bill,00.00,"354,538.77","1,063,616.32"
03-Apr-2021,Interest,02.00,00.00,"1,063,618.32"
03-Apr-2021,Interest,21.00,00.00,"1,063,639.32"
03-Apr-2021,Debit Card,01.82,00.00,"1,063,641.14"
